"","Male","Married","Protestant","Republican","GunOwner","Obama"
"423",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"424",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"425",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"426",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"427",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"428",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"429",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"430",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"431",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"432",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"433",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"434",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"435",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"436",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"437",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"438",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"439",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"440",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"441",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"442",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"443",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"444",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"445",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"446",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"447",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"448",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"449",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"450",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"451",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"452",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"453",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"454",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"455",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"456",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"457",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"458",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"459",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"460",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"461",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"462",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"463",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"464",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"465",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"466",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"467",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"468",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"469",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"470",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"471",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"472",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"473",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"474",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"475",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"476",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"477",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"478",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"479",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"480",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"481",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"482",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"483",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"484",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"485",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"486",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"487",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"488",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"489",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"490",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"491",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"492",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"493",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"494",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"495",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"496",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"497",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"498",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"499",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"500",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"501",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"502",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"503",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"504",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"505",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"506",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"507",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"508",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"509",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"510",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"511",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"512",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"513",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"514",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"515",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"516",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"517",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"518",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"519",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"520",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"521",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"522",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"523",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"524",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"525",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"526",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"527",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"528",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"529",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"530",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"531",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"532",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"533",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"534",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"535",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"536",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"537",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"538",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"539",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"540",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"541",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"542",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"543",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"544",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"545",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"546",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"547",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"548",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"549",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"550",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"551",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"552",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"553",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"554",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"555",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"556",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"557",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"558",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"559",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"560",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"561",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"562",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"563",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"564",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"565",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"566",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"567",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"568",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"569",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"570",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"571",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"572",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"573",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"574",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"575",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"576",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"577",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"578",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"579",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"580",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"581",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"582",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"583",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"584",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"585",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"586",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"587",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"588",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"589",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"590",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"591",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"592",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"593",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"594",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"595",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"596",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"597",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"598",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"599",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"600",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"601",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"602",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"603",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"604",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"605",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"606",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"607",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"608",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"609",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"610",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"611",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"612",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"613",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"614",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"615",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"616",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"617",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"618",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"619",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"620",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"621",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"622",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"623",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"624",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"625",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"626",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"627",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"628",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"629",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"630",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"631",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"632",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"633",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"634",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"635",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"636",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"637",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"638",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"639",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"640",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"641",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"642",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"643",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"644",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"645",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"646",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"647",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"648",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"649",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"650",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"651",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"652",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"653",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"654",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"655",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"656",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"657",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"658",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"659",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"660",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"661",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"662",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"663",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"664",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"665",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"666",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"667",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"668",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"669",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"670",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"671",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"672",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"673",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"674",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"675",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"676",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"677",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"678",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"679",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"680",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"681",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"682",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"683",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"684",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"685",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"686",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"687",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"688",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"689",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"690",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"691",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"692",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"693",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"694",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"695",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"696",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"697",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"698",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"699",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"700",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"701",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"702",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"703",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"704",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"705",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"706",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"707",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"708",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"709",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"710",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"711",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"712",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"713",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"714",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"715",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"716",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"717",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"718",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"719",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"720",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"721",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"722",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"723",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"724",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"725",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"726",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"727",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"728",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"729",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"730",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"731",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"732",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"733",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"734",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"735",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"736",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"737",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"738",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"739",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"740",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"741",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"742",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"743",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"744",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"745",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"746",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"747",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"748",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"749",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"750",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"751",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"752",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"753",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"754",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"755",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"756",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"757",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"758",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"759",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"760",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"761",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"762",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"763",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"764",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"765",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"766",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"767",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"768",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"769",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"770",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"771",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"772",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"773",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"774",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"775",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"776",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"777",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"778",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"779",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"780",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"781",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"782",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"783",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"784",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"785",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"786",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"787",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"788",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"789",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"790",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"791",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"792",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"793",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"794",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"795",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"796",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"797",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"798",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"799",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"800",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"801",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"802",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"803",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"804",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"805",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"806",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"807",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"808",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"809",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"810",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"811",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"812",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"813",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"814",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"815",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"816",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"817",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"818",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"819",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"820",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"821",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"822",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"823",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"824",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"825",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"826",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"827",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"828",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"829",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"830",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"831",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"832",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"833",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"834",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"835",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"836",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"837",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"838",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"839",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"840",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"841",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"842",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"843",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"844",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"845",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
